Label;SkillsCount;SkillsCombinationRarity;SkillsCombinationRarityPerCrewRarity;MaxRarity;VoyRank;GauntletRank;ScienceSkillCore;ScienceSkillRangeMin;ScienceSkillRangeMax;SecuritySkillCore;SecuritySkillRangeMin;SecuritySkillRangeMax;CommandSkillCore;CommandSkillRangeMin;CommandSkillRangeMax;DiplomacySkillCore;DiplomacySkillRangeMin;DiplomacySkillRangeMax;EngineeringSkillCore;EngineeringSkillRangeMin;EngineeringSkillRangeMax;MedicineSkillCore;MedicineSkillRangeMin;MedicineSkillRangeMax;B_CMD;A_CMD;B_SCI;A_SCI;B_SEC;A_SEC;V_CMD_SCI;G_CMD_SCI;V_CMD_SEC;G_CMD_SEC;V_CMD_ENG;G_CMD_ENG;V_CMD_DIP;G_CMD_DIP;V_CMD_MED;G_CMD_MED;V_SCI_SEC;G_SCI_SEC;V_SCI_ENG;G_SCI_ENG;V_SCI_DIP;G_SCI_DIP;V_SCI_MED;G_SCI_MED;V_SEC_ENG;G_SEC_ENG;V_SEC_DIP;G_SEC_DIP;V_SEC_MED;G_SEC_MED;V_ENG_DIP;V_ENG_MED;V_DIP_MED;EventsCount;IsInPortal;DaysFromDateAdded;InCollectionsCount;IsInSeries_ds9;IsInSeries_dsc;IsInSeries_ent;IsInSeries_original;IsInSeries_pic;IsInSeries_tas;IsInSeries_tng;IsInSeries_tos;IsInSeries_voy;ShipBattleAccuracyMax;ShipBattleEvasionMax;ShipBattleCritChanceMax;ShipBattleCritBonusMax;ActionBonusAmount;ActionCooldown;ActionInitialCooldown;ActionDuration;ActionLimit;ActionBonusType;ActionAbilityCondition;ActionAbilityType;ActionAbilityAmount;ActionPenaltyType;ActionPenaltyAmount;TraitsCount;Traits;TraitsHidden
8;2;0.035971224;0.054545455;4;817;353;0;0;0;424;219;460;0;0;0;647;184;411;0;0;0;0;0;0;0;0;0;0;422;307;951;0;652;282;950;0;619;382;933;0;652;159;904;0;598;272;886;0;567;141;357;28;535;122;573;888;501;22;True;1807;1;False;False;False;False;False;False;False;True;False;355;765;209;135;7;14;4;14;0;2;0;5;5000;0;0;7;Brutal,TerranEmpire,Starfleet,Human,Musician,Communicator,MirrorUniverse;female,organic,tos,commander,bridge_crew,uhura,mirror,crew_max_rarity_4
7;2;0.035971224;0.1;5;443;301;0;0;0;925;202;390;1020;235;494;0;0;0;0;0;0;0;0;0;96;75;0;0;158;119;263;138;83;34;231;101;370;265;209;90;330;237;696;0;834;0;677;0;292;205;413;371;251;186;823;651;771;37;True;1807;1;False;False;False;False;False;False;False;True;False;440;550;87;900;7;14;12;10;0;2;4;8;14;0;0;6;Human,Duelist,TerranEmpire,Starfleet,Brutal,MirrorUniverse;male,organic,tos,captain,bridge_crew,kirk,mirror,crew_max_rarity_5
9;3;0.035971224;0.21443737;5;317;69;0;0;0;416;103;203;947;152;276;927;329;639;0;0;0;0;0;0;155;174;0;0;426;432;287;433;167;245;254;364;53;17;228;356;520;568;606;0;205;72;584;0;452;512;100;29;419;496;156;549;153;1;True;1800;2;False;False;False;False;False;False;False;False;False;1250;925;252;195;9;12;12;5;0;2;0;1;250;0;0;7;Human,Civilian,Politician,Resourceful,Inspiring,Diplomat,CulturalFigure;male,organic,crew_max_rarity_5
4;3;0.02877698;0.036363635;3;867;902;308;64;150;336;23;55;0;0;0;471;70;166;0;0;0;0;0;0;0;0;389;395;487;529;830;737;836;803;973;0;799;719;961;0;690;596;698;464;623;440;679;431;787;724;674;652;782;697;760;928;700;10;True;1798;1;False;False;False;False;False;False;False;True;False;590;200;0;0;5;8;8;10;0;1;0;0;0;0;0;5;Federation,Starfleet,Human,UndercoverOperative,Resourceful;male,organic,tos,ensign,bridge_crew,chekov,crew_max_rarity_3
7;3;0.035971224;0.21443737;3;892;892;0;0;0;345;26;76;421;71;251;201;36;88;0;0;0;0;0;0;446;457;0;0;477;523;790;570;637;494;757;514;698;509;716;480;848;832;954;0;891;810;947;0;793;711;809;768;790;684;880;941;851;8;True;1797;2;False;False;False;False;False;False;False;True;False;100;450;3;95;4;10;8;8;0;0;2;5;15000;0;0;2;Klingon,Duelist;nonhuman,male,organic,tos,crew_max_rarity_3
7;2;0.035971224;0.1;4;846;825;0;0;0;590;89;198;657;118;287;0;0;0;0;0;0;0;0;0;264;270;0;0;310;332;635;459;380;268;576;394;660;547;553;383;675;601;921;0;954;0;907;0;588;533;725;689;555;518;946;903;936;7;True;1797;1;False;False;False;False;False;False;True;False;False;1000;0;290;625;7;10;8;3;0;2;0;1;200;0;0;3;Klingon,Duelist,Resourceful;nonhuman,male,organic,tng,kurn,crew_max_rarity_4
5;3;0.02877698;0.05221932;3;895;928;478;56;166;0;0;0;0;0;0;190;26;60;343;40;110;0;0;0;0;0;298;321;0;0;793;725;979;0;821;747;930;860;975;0;782;698;431;322;697;615;615;424;792;681;927;873;961;0;761;674;875;4;True;1797;1;False;False;False;False;False;False;True;False;False;90;165;70;0;4;6;3;6;2;0;0;2;15;0;0;4;Federation,Starfleet,Human,Cyberneticist;male,organic,tng,crew_max_rarity_3
7;3;0.02877698;0.05732484;3;884;904;0;0;0;400;42;88;197;28;60;0;0;0;424;72;226;0;0;0;593;605;0;0;439;484;909;842;734;707;642;427;920;857;887;742;826;813;638;384;973;0;941;0;526;378;859;847;759;672;780;587;956;13;True;1797;2;False;False;True;False;False;False;False;False;False;315;75;0;160;3;10;6;10;0;1;4;8;20;0;0;5;Human,Starfleet,JuryRigger,Tactician,Explorer;male,organic,ent,commander,tucker,crew_max_rarity_3
2;2;0.035971224;0.044444446;2;986;964;309;47;163;0;0;0;223;34;127;0;0;0;0;0;0;0;0;0;584;588;388;397;0;0;801;518;961;759;961;728;970;797;947;688;911;722;847;469;907;725;836;435;1006;0;1010;0;1007;0;1008;1004;1004;4;True;1797;1;True;False;False;False;False;False;False;False;False;130;475;5;190;2;10;0;12;0;0;4;0;1;0;0;5;Elaysian,Starfleet,Federation,Resourceful,Astrophysicist;nonhuman,female,organic,ds9,ensign,crew_max_rarity_2
4;3;0.02877698;0.036093418;3;891;932;188;33;95;356;44;90;0;0;0;0;0;0;492;48;144;0;0;0;0;0;413;416;469;510;910;827;833;777;758;701;992;0;974;0;761;637;470;363;896;806;819;505;537;489;869;846;777;668;774;583;962;7;True;1797;2;False;False;False;False;False;False;True;False;False;590;565;104;0;3;10;0;10;0;1;1;5;10000;0;0;5;Human,Starfleet,Federation,Innovator,Duelist;male,organic,tng,lieutenant,barclay,crew_max_rarity_3
9;2;0.035971224;0.1;3;925;853;0;0;0;401;98;204;331;92;246;0;0;0;0;0;0;0;0;0;529;480;0;0;437;439;838;547;632;307;812;490;860;608;781;454;817;576;977;0;986;0;968;0;759;516;854;670;751;502;988;969;980;9;True;1797;1;False;False;True;False;False;False;False;False;False;515;250;15;245;3;12;6;3;0;0;0;1;200;0;0;4;Starfleet,Human,Tactician,Marksman;male,organic,ent,lieutenant,reed,crew_max_rarity_3
6;2;0.035971224;0.037037037;3;927;908;0;0;0;0;0;0;486;60;156;303;85;199;0;0;0;0;0;0;409;450;0;0;0;0;807;726;800;711;777;676;661;455;741;629;990;0;978;0;851;641;970;0;982;0;883;697;977;0;837;970;792;9;True;1797;1;True;False;False;False;False;False;False;False;False;415;330;0;185;7;12;8;12;0;1;0;0;0;0;2;5;Vorta,Dominion,Clone,Crafty,Brutal;nonhuman,male,organic,ds9,crew_max_rarity_3
3;3;0.02877698;0.033333335;3;893;893;337;49;131;0;0;0;181;35;101;0;0;0;465;74;166;0;0;0;599;603;382;391;0;0;771;583;915;776;634;442;921;821;888;710;842;764;429;289;844;762;697;475;724;585;980;0;959;0;778;585;963;23;True;1797;2;False;False;False;False;False;False;True;False;False;415;115;130;150;5;10;12;12;0;0;0;7;20;2;2;6;Human,Starfleet,Federation,Innovator,Cyberneticist,Romantic;male,organic,tng,lieutenant,laforge,crew_max_rarity_3
7;2;0.035971224;0.044444446;3;936;906;450;85;209;0;0;0;306;70;149;0;0;0;0;0;0;0;0;0;545;556;314;318;0;0;653;342;876;704;863;672;895;737;838;624;807;597;667;389;816;637;648;363;989;0;996;0;984;0;994;975;985;6;True;1797;3;False;False;False;False;False;False;True;False;False;163;150;465;225;5;12;8;12;0;2;0;0;0;0;0;5;Federation,Exobiology,Human,Civilian,Innovator;female,organic,tng,crew_max_rarity_3
6;3;0.021582734;0.027600849;5;261;188;0;0;0;595;194;388;0;0;0;1009;96;199;0;0;0;927;194;394;0;0;0;0;303;272;769;0;427;359;731;0;371;656;188;196;360;250;585;0;296;628;158;177;318;214;86;140;19;11;261;125;25;24;True;1797;4;True;False;False;False;False;False;False;False;False;1700;525;245;225;8;12;6;12;0;1;0;0;0;0;0;9;Human,Federation,Starfleet,Doctor,Engineered,Costumed,Cyberneticist,UndercoverOperative,Gambler;nonhuman,male,organic,ds9,lieutenant,bashir,crew_max_rarity_5
7;3;0.021582734;0.055555556;4;728;629;502;79;178;624;174;365;381;61;121;0;0;0;0;0;0;0;0;0;478;503;286;297;288;270;451;428;413;257;695;705;754;780;650;662;307;96;457;426;682;669;419;389;476;265;636;426;446;232;887;818;861;14;True;1786;2;False;False;False;False;False;False;False;True;False;905;525;55;520;6;12;12;12;0;2;0;7;20;0;0;5;Federation,Starfleet,Human,Costumed,Duelist;male,organic,tos,ensign,bridge_crew,chekov,crew_max_rarity_4
7;2;0.035971224;0.1;5;462;600;0;0;0;960;173;355;1066;147;335;0;0;0;0;0;0;0;0;0;70;87;0;0;141;117;307;366;91;107;281;302;411;470;248;294;338;303;711;0;841;0;694;0;297;276;418;436;255;245;829;667;781;27;True;1786;2;False;False;False;False;False;False;True;False;False;665;1000;0;550;9;12;12;5;2;1;0;1;350;0;0;6;Android,Civilian,Hologram,Costumed,Marksman,Villain;nonhuman,male,tng,lieutenant_commander,bridge_crew,artificial_life,data,crew_max_rarity_5
5;2;0.035971224;0.037037037;2;982;998;0;0;0;0;0;0;260;24;63;325;38;142;0;0;0;0;0;0;570;587;0;0;0;0;964;844;958;797;959;793;823;684;946;745;1004;0;1001;0;898;754;999;0;1004;0;918;817;1004;0;888;1003;862;4;True;1783;1;True;False;False;False;False;False;False;False;False;95;220;41;250;2;14;0;10;0;2;0;4;300;0;0;4;Bajoran,Civilian,Bartender,Romantic;female,nonhuman,organic,ds9,leeta,crew_max_rarity_2
6;3;0.021582734;0.014861995;3;881;765;431;83;221;0;0;0;167;21;57;0;0;0;0;0;0;310;115;313;604;610;326;327;0;0;704;501;921;802;908;799;931;864;633;270;778;579;633;378;781;623;348;108;963;0;974;0;726;356;968;604;738;6;True;1783;2;True;False;False;False;False;False;False;False;False;990;0;25;65;7;12;8;12;0;1;0;0;0;2;2;3;Bajoran,Exobiology,Civilian;nonhuman,male,organic,ds9,crew_max_rarity_3
4;3;0.021582734;0.033333335;3;905;838;0;0;0;0;0;0;187;71;165;190;36;91;0;0;0;428;77;225;596;586;0;0;0;0;900;690;903;684;897;649;836;584;588;230;978;0;961;0;909;804;631;354;971;0;928;848;724;505;896;603;592;3;True;1783;2;False;False;False;False;False;False;True;False;False;355;165;0;0;4;15;10;6;0;1;0;2;15;0;0;4;Human,Federation,Starfleet,Doctor;female,organic,tng,ensign,ogawa,crew_max_rarity_3
3;3;0.035971224;0.21443737;3;855;604;0;0;0;369;98;262;206;108;312;359;70;158;0;0;0;0;0;0;590;555;0;0;463;441;820;443;615;217;796;376;670;332;763;366;773;491;934;0;801;698;919;0;713;444;652;376;696;424;792;913;736;7;True;1783;2;False;False;False;False;False;False;False;True;False;350;225;180;115;5;10;8;8;0;0;2;0;4;0;0;2;Klingon,Duelist;nonhuman,male,organic,tos,crew_max_rarity_3
7;2;0.035971224;0.044444446;3;928;938;500;42;126;0;0;0;328;83;188;0;0;0;0;0;0;0;0;0;532;509;288;326;0;0;637;424;842;650;825;596;874;675;798;551;806;780;666;519;815;772;647;480;983;0;990;0;978;0;989;971;981;5;True;1783;1;False;False;False;False;False;False;True;False;False;730;600;50;0;3;10;6;3;0;2;0;3;10;0;0;5;Federation,Starfleet,Human,Astrophysicist,Musician;female,organic,tng,crew_max_rarity_3
5;3;0.021582734;0.014861995;3;880;878;351;51;125;0;0;0;274;31;73;0;0;0;0;0;0;404;80;229;561;577;373;385;0;0;716;627;863;787;853;779;891;847;572;380;832;770;695;512;833;765;390;236;962;0;973;0;707;495;967;582;719;13;True;1783;3;False;False;True;False;False;False;False;False;False;0;75;81;150;3;8;1;10;0;1;0;6;500;0;0;5;Denobulan,Civilian,Doctor,Romantic,Exobiology;nonhuman,male,organic,ent,phlox,crew_max_rarity_3
5;3;0.02877698;0.033333335;3;886;775;0;0;0;361;128;282;0;0;0;323;62;138;190;56;124;0;0;0;0;0;0;0;466;433;981;0;789;506;895;713;861;766;971;0;787;431;820;505;839;734;943;0;590;209;681;351;712;367;733;800;779;10;True;1783;2;False;False;False;False;False;False;True;False;False;352;340;83;120;4;10;6;8;0;0;0;6;800;0;0;3;Borg,Maverick,CulturalFigure;nonhuman,male,organic,hugh,tng,crew_max_rarity_3
4;3;0.035971224;0.07310705;3;866;755;410;76;226;0;0;0;165;78;254;408;56;126;0;0;0;0;0;0;605;575;336;336;0;0;651;212;850;575;836;501;690;442;808;464;776;582;631;380;599;399;608;357;955;0;836;815;946;0;788;925;731;7;True;1783;2;False;False;False;False;False;False;False;True;False;750;100;65;0;4;10;8;8;0;0;2;6;1000;0;0;2;Klingon,Communicator;nonhuman,female,organic,tos,crew_max_rarity_3
2;3;0.035971224;0.21443737;3;854;734;0;0;0;413;63;171;359;64;206;289;89;243;0;0;0;0;0;0;498;482;0;0;428;447;792;638;591;414;760;600;641;376;718;554;775;681;932;0;803;579;917;0;715;591;661;398;699;575;794;911;741;6;True;1783;2;False;False;False;False;False;False;True;False;False;700;75;118;225;4;10;8;8;0;0;2;4;1250;0;0;5;Romulan,Reman,Telepath,Brutal,Villain;nonhuman,male,organic,tng,crew_max_rarity_3
5;2;0.035971224;0.037037037;3;918;849;0;0;0;0;0;0;334;62;161;410;125;298;0;0;0;0;0;0;525;528;0;0;0;0;855;717;846;702;829;669;646;335;802;623;986;0;973;0;790;473;964;0;979;0;832;541;971;0;779;964;723;4;True;1783;2;False;False;False;False;False;False;True;False;False;175;490;64;155;4;16;10;12;0;2;0;5;10000;0;0;7;Federation,Diplomat,Betazoid,Romantic,Civilian,Telepath,Ambassador;nonhuman,female,organic,tng,lwaxana,crew_max_rarity_3
5;3;0.021582734;0.033333335;3;876;819;0;0;0;0;0;0;365;52;92;195;84;168;0;0;0;409;95;223;488;536;0;0;0;0;824;815;824;770;801;751;730;555;535;324;972;0;947;0;860;676;610;345;961;0;894;735;704;483;850;580;561;1;True;1781;1;False;False;False;False;False;False;True;False;False;605;200;210;30;5;12;8;10;0;1;0;0;0;0;1;6;Federation,Civilian,Human,Botanist,Communicator,CulturalFigure;male,organic,tng,boothby,crew_max_rarity_3
7;2;0.035971224;0.1;4;849;773;0;0;0;702;125;270;482;113;280;0;0;0;0;0;0;0;0;0;413;375;0;0;251;266;709;476;387;213;651;407;728;556;617;392;616;447;924;0;958;0;910;0;534;401;677;572;506;385;950;906;939;23;True;1777;1;False;False;False;False;False;False;True;False;False;400;50;385;510;7;12;12;5;0;2;0;1;200;0;0;5;Klingon,Federation,Duelist,Tactician,Maverick;nonhuman,male,organic,tng,worf,crew_max_rarity_4
6;3;0.021582734;0.027600849;5;270;166;0;0;0;745;175;344;0;0;0;786;84;188;0;0;0;972;201;503;0;0;0;0;238;243;774;0;396;402;735;0;453;677;136;110;331;312;592;0;371;648;131;117;294;284;106;193;9;9;328;95;33;17;True;1774;1;False;False;False;False;False;False;False;True;False;800;925;92;90;7;14;10;10;0;1;0;6;2500;0;0;6;Federation,Starfleet,Civilian,Human,Doctor,UndercoverOperative;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_5
7;3;0.01438849;0.007832898;4;691;387;0;0;0;569;178;423;0;0;0;0;0;0;250;96;216;648;99;234;0;0;0;0;325;275;898;0;573;344;732;551;909;0;510;475;549;229;586;372;886;0;364;335;325;55;634;362;152;42;748;196;507;19;True;1774;1;True;False;False;False;False;False;False;False;False;865;875;120;265;7;20;12;12;0;2;0;2;20;0;3;7;Changeling,Dominion,Starfleet,Doctor,UndercoverOperative,Saboteur,Villain;nonhuman,male,organic,ds9,lieutenant,bashir,crew_max_rarity_4
5;3;0.02877698;0.05732484;3;887;865;0;0;0;325;47;127;195;46;120;0;0;0;444;83;195;0;0;0;594;596;0;0;493;516;896;789;744;566;616;352;906;791;866;681;843;769;637;404;975;0;944;0;539;357;875;824;785;636;775;584;958;20;True;1769;2;False;False;False;False;False;False;False;False;True;455;730;107;170;4;10;6;4;0;1;1;1;200;0;0;6;Starfleet,Federation,Human,Athlete,Costumed,Musician;male,organic,voy,ensign,bridge_crew,kim,crew_max_rarity_3
5;3;0.035971224;0.21443737;3;882;837;0;0;0;339;42;98;407;109;245;200;41;135;0;0;0;0;0;0;461;456;0;0;482;518;787;527;625;421;752;463;687;432;713;433;841;806;951;0;881;764;938;0;783;686;780;648;778;664;867;936;831;25;True;1769;2;False;False;False;False;False;False;False;False;True;445;640;124;30;4;10;8;10;0;2;0;4;1000;0;0;8;Human,Starfleet,Federation,Pilot,Maverick,Athlete,Gambler,Costumed;organic,voy,lieutenant,bridge_crew,paris,crew_max_rarity_3
2;3;0.02877698;0.033333335;3;889;833;486;49;139;0;0;0;149;64;142;0;0;0;294;82;218;0;0;0;607;602;295;330;0;0;684;484;910;720;721;284;917;761;882;642;781;752;422;251;789;750;614;464;777;527;979;0;957;0;826;660;960;9;True;1769;3;True;False;False;False;False;False;False;False;False;490;25;90;740;4;8;8;10;0;1;0;6;1000;0;2;4;Cardassian,Astrophysicist,Innovator,Romantic;nonhuman,female,organic,ds9,crew_max_rarity_3
6;3;0.021582734;0.055555556;4;703;682;599;59;124;676;141;282;335;79;229;0;0;0;0;0;0;0;0;0;524;488;233;260;261;271;396;361;405;248;667;537;739;636;628;500;276;228;442;500;654;756;405;468;470;379;629;540;442;359;879;808;847;34;True;1763;2;False;False;False;False;False;False;False;True;False;15;0;451;340;6;12;12;5;0;0;0;1;200;0;0;9;Federation,Starfleet,Human,Vulcan,Exobiology,Astrophysicist,Duelist,Musician,Telepath;nonhuman,male,organic,tos,bridge_crew,first_officer,spock,spock_tos,crew_max_rarity_4
8;3;0.035971224;0.21443737;5;318;29;0;0;0;981;247;483;458;182;323;765;204;444;0;0;0;0;0;0;429;356;0;0;128;95;445;343;120;44;391;278;177;56;358;265;189;131;608;0;335;225;586;0;182;119;43;16;141;104;302;552;269;26;True;1763;1;False;False;False;False;False;False;False;True;False;515;325;18;355;7;14;12;10;0;2;4;8;14;0;0;6;Human,Federation,Starfleet,Romantic,Inspiring,Duelist;male,organic,tos,captain,bridge_crew,kirk,crew_max_rarity_5
5;2;0.035971224;0.037037037;3;911;871;0;0;0;0;0;0;352;91;206;435;90;217;0;0;0;0;0;0;506;479;0;0;0;0;828;602;827;623;805;559;635;374;770;518;981;0;965;0;799;606;958;0;973;0;839;660;968;0;791;958;734;0;True;1751;3;False;False;False;False;False;False;False;True;False;515;605;0;0;4;10;8;10;0;1;0;4;1000;0;0;7;Federation,Civilian,Human,Communicator,Diplomat,Veteran,Ambassador;male,organic,tos,crew_max_rarity_3
2;2;0.035971224;0.074074075;3;924;946;474;60;156;0;0;0;0;0;0;0;0;0;382;63;155;0;0;0;0;0;304;328;0;0;809;735;986;0;820;679;999;0;985;0;804;707;430;280;813;717;644;428;786;615;989;0;975;0;830;671;979;16;True;1751;1;False;False;False;False;False;False;True;False;False;280;250;240;0;4;10;6;8;0;1;0;6;800;0;0;7;Federation,Starfleet,Civilian,Hologram,Human,Cyberneticist,WarpTheorist;female,organic,tng,brahms,crew_max_rarity_3
6;3;0.035971224;0.21443737;3;883;872;0;0;0;336;39;93;446;70;205;191;53;144;0;0;0;0;0;0;436;454;0;0;486;521;788;628;629;505;754;589;688;480;714;547;846;810;952;0;882;738;940;0;790;690;788;630;787;669;868;938;832;4;True;1751;1;True;False;False;False;False;False;False;False;False;675;715;30;100;4;10;8;10;0;0;0;4;1000;0;0;5;Federation,Civilian,Human,Bajoran,Smuggler;female,organic,ds9,yates,crew_max_rarity_3
6;3;0.01438849;0.007832898;4;707;602;0;0;0;558;72;195;0;0;0;0;0;0;295;116;222;699;133;284;0;0;0;0;333;350;903;0;644;654;696;504;914;0;459;376;639;625;527;345;890;0;333;277;355;202;692;715;204;121;730;186;480;26;True;1743;3;False;False;False;False;False;False;True;False;False;2550;1000;260;395;8;12;12;5;0;1;0;2;5;0;0;7;Human,Starfleet,Cyberneticist,Federation,Investigator,Costumed,Doctor;male,organic,tng,lieutenant_commander,laforge,crew_max_rarity_4
7;3;0.02877698;0.036093418;5;357;196;815;163;368;1084;193;419;0;0;0;0;0;0;460;99;223;0;0;0;0;0;167;158;75;87;334;319;265;332;465;531;810;0;710;0;17;24;99;81;349;354;206;203;47;48;292;348;135;167;526;275;713;27;True;1743;1;False;False;False;False;False;False;True;False;False;1350;800;350;775;7;14;12;10;0;0;0;7;20;0;0;7;Android,Federation,Starfleet,Cyberneticist,Costumed,Investigator,Musician;nonhuman,male,tng,lieutenant_commander,bridge_crew,artificial_life,data,crew_max_rarity_5
5;2;0.035971224;0.074074075;3;900;859;448;123;389;0;0;0;0;0;0;0;0;0;420;40;92;0;0;0;0;0;316;253;0;0;773;349;980;0;807;760;995;0;979;0;762;330;383;161;767;372;564;219;775;693;982;0;963;0;824;654;968;0;True;1741;1;False;False;False;False;False;False;True;False;False;130;440;5;100;5;8;4;4;2;2;0;3;15;0;0;4;Benzite,Prodigy,Starfleet,Resourceful;nonhuman,male,organic,mendon,tng,ensign,crew_max_rarity_3
7;1;0.02877698;0.018181818;3;994;945;0;0;0;0;0;0;0;0;0;0;0;0;383;120;316;0;0;0;0;0;0;0;0;0;1009;0;1010;0;845;367;1013;0;1012;0;1010;0;729;279;1009;0;1008;0;809;374;1012;0;1012;0;842;694;1009;11;True;1741;2;False;False;False;False;False;False;False;False;True;757;380;474;185;4;15;10;6;0;1;0;2;20;0;2;4;Starfleet,Federation,Vulcan,Telepath;nonhuman,male,organic,voy,crew_max_rarity_3
5;1;0.021582734;0.037037037;3;992;1005;0;0;0;508;64;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;403;1007;0;838;692;1010;0;1012;0;1010;0;844;682;1003;0;1008;0;1006;0;789;592;876;759;786;576;1010;1007;1008;4;True;1741;2;False;False;True;False;False;False;False;False;False;1055;50;249;810;5;12;8;12;0;0;0;0;0;0;0;4;Human,Maco,Marksman,Veteran;female,organic,ent,crew_max_rarity_3
8;3;0.035971224;0.21443737;3;857;890;0;0;0;475;20;60;185;48;122;488;90;212;0;0;0;0;0;0;597;600;0;0;395;452;880;783;673;669;866;719;662;481;841;677;784;845;937;0;749;621;920;0;722;723;609;587;709;696;734;915;649;5;True;1741;1;False;False;False;False;False;False;True;False;False;300;150;125;0;3;10;0;12;0;2;4;5;10000;0;0;4;Tamarian,Maverick,Communicator,Survivalist;nonhuman,male,organic,dathon,tng,captain,crew_max_rarity_3
8;2;0.035971224;0.028720627;4;796;750;0;0;0;0;0;0;0;0;0;701;107;236;0;0;0;664;117;367;0;0;0;0;0;0;940;0;939;0;937;0;632;604;513;299;933;0;888;0;618;567;366;235;927;0;663;623;478;291;596;320;198;17;True;1740;1;False;False;False;False;False;False;False;True;False;450;475;53;80;6;6;6;6;0;1;0;0;0;0;0;5;Federation,Starfleet,Civilian,Human,Doctor;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_4
1;3;0.035971224;0.07310705;3;859;836;457;107;251;0;0;0;470;30;116;146;49;131;0;0;0;0;0;0;420;465;310;289;0;0;514;354;782;769;751;749;707;623;712;707;758;509;575;333;663;346;545;316;953;0;906;820;943;0;873;918;835;11;True;1740;2;False;False;False;False;False;False;False;True;False;265;250;33;50;4;6;3;6;2;2;0;2;15;0;0;5;Vulcan,Starfleet,Federation,Resourceful,Telepath;nonhuman,female,organic,saavik,tos,lieutenant,crew_max_rarity_3
5;2;0.02877698;0.054545455;3;929;898;0;0;0;0;0;0;345;56;156;0;0;0;427;100;224;0;0;0;516;521;0;0;0;0;861;732;848;713;585;246;878;752;806;634;993;0;669;360;988;0;972;0;750;500;992;0;980;0;807;625;982;11;True;1740;3;False;False;False;False;False;False;False;True;False;550;375;219;240;4;6;3;6;2;1;0;2;15;0;0;5;Human,Starfleet,Federation,Innovator,Resourceful;male,organic,evsuit,tos,scott,crew_max_rarity_3
9;3;0.02877698;0.033333335;4;735;803;568;91;206;0;0;0;258;22;40;0;0;0;787;121;268;0;0;0;572;594;244;248;0;0;510;533;801;808;339;348;835;868;742;755;644;590;183;137;655;630;409;359;455;419;920;0;880;0;535;277;866;8;True;1740;0;False;False;False;False;False;False;False;True;False;65;375;219;140;6;12;12;5;0;1;0;1;200;0;0;5;Human,Starfleet,Federation,UndercoverOperative,Prodigy;male,organic,tos,scott,crew_max_rarity_4
9;2;0.035971224;0.037037037;4;781;552;0;0;0;0;0;0;720;131;304;562;189;430;0;0;0;0;0;0;246;252;0;0;0;0;563;421;578;480;500;357;295;94;484;348;926;0;878;0;616;251;858;0;921;0;659;339;904;0;591;864;517;20;True;1737;0;False;False;False;False;False;False;True;False;False;150;265;200;75;7;12;6;12;2;0;0;5;5000;0;0;7;Human,Federation,Starfleet,Pilot,Maverick,Romantic,Gambler;male,organic,tng,commander,bridge_crew,riker,crew_max_rarity_4
8;2;0.035971224;0.054545455;5;448;390;0;0;0;857;259;681;0;0;0;1107;98;197;0;0;0;0;0;0;0;0;0;0;202;101;832;0;355;142;809;0;422;654;774;0;305;53;702;0;340;625;682;0;259;46;46;33;233;40;306;656;272;20;True;1737;0;True;False;False;False;False;False;False;False;False;415;400;175;375;7;14;12;10;0;1;4;8;14;0;0;4;Bajoran,Saboteur,Marksman,UndercoverOperative;nonhuman,female,organic,ds9,kira,crew_max_rarity_5
7;3;0.035971224;0.21443737;4;669;519;0;0;0;427;140;296;534;147;314;619;51;142;0;0;0;0;0;0;357;320;0;0;420;385;601;395;381;159;538;324;393;322;520;313;648;413;812;0;632;741;792;0;564;367;414;328;531;341;615;787;534;40;True;1737;2;True;False;False;False;False;False;False;False;False;165;710;3;120;7;12;6;12;0;1;0;0;0;0;0;6;Cardassian,Scoundrel,Interrogator,Brutal,Kca,MirrorUniverse;nonhuman,male,organic,ds9,captain,mirror,garak,crew_max_rarity_4
8;2;0.035971224;0.1;4;832;349;0;0;0;466;188;447;558;202;435;0;0;0;0;0;0;0;0;0;337;263;0;0;399;293;617;197;350;38;560;143;645;341;538;132;651;202;915;0;943;0;897;0;566;174;703;324;534;154;938;897;920;6;True;1736;2;False;False;False;False;False;False;True;False;False;100;215;46;470;7;10;10;10;0;0;0;0;0;0;0;4;Romulan,Veteran,Villain,Tactician;nonhuman,male,organic,tomalak,tng,commander,crew_max_rarity_4
7;3;0.01438849;0.005221932;4;685;718;0;0;0;0;0;0;0;0;0;476;81;164;561;84;177;635;110;251;0;0;0;0;0;0;897;0;900;0;584;625;689;708;507;431;885;0;439;419;677;681;358;311;552;559;714;743;471;426;335;160;275;4;True;1733;1;False;False;True;False;False;False;False;False;False;400;1250;345;575;5;20;12;12;0;1;0;2;20;0;0;6;Human,Civilian,Resourceful,Communicator,Nurse,JuryRigger;female,organic,ent,crew_max_rarity_4
