Label;SkillsCount;SkillsCombinationRarity;SkillsCombinationRarityPerCrewRarity;MaxRarity;VoyRank;GauntletRank;ScienceSkillCore;ScienceSkillRangeMin;ScienceSkillRangeMax;SecuritySkillCore;SecuritySkillRangeMin;SecuritySkillRangeMax;CommandSkillCore;CommandSkillRangeMin;CommandSkillRangeMax;DiplomacySkillCore;DiplomacySkillRangeMin;DiplomacySkillRangeMax;EngineeringSkillCore;EngineeringSkillRangeMin;EngineeringSkillRangeMax;MedicineSkillCore;MedicineSkillRangeMin;MedicineSkillRangeMax;B_CMD;A_CMD;B_SCI;A_SCI;B_SEC;A_SEC;V_CMD_SCI;G_CMD_SCI;V_CMD_SEC;G_CMD_SEC;V_CMD_ENG;G_CMD_ENG;V_CMD_DIP;G_CMD_DIP;V_CMD_MED;G_CMD_MED;V_SCI_SEC;G_SCI_SEC;V_SCI_ENG;G_SCI_ENG;V_SCI_DIP;G_SCI_DIP;V_SCI_MED;G_SCI_MED;V_SEC_ENG;G_SEC_ENG;V_SEC_DIP;G_SEC_DIP;V_SEC_MED;G_SEC_MED;V_ENG_DIP;V_ENG_MED;V_DIP_MED;EventsCount;IsInPortal;DaysFromDateAdded;InCollectionsCount;IsInSeries_ds9;IsInSeries_dsc;IsInSeries_ent;IsInSeries_original;IsInSeries_pic;IsInSeries_tas;IsInSeries_tng;IsInSeries_tos;IsInSeries_voy;ShipBattleAccuracyMax;ShipBattleEvasionMax;ShipBattleCritChanceMax;ShipBattleCritBonusMax;ActionBonusAmount;ActionCooldown;ActionInitialCooldown;ActionDuration;ActionLimit;ActionBonusType;ActionAbilityCondition;ActionAbilityType;ActionAbilityAmount;ActionPenaltyType;ActionPenaltyAmount;TraitsCount;Traits;TraitsHidden
8;3;0.035971224;0.21443737;5;336;33;0;0;0;498;82;202;888;266;706;784;188;411;0;0;0;0;0;0;188;78;0;0;376;391;196;43;125;42;158;31;67;7;125;29;499;607;618;0;341;268;595;0;435;539;164;139;397;521;307;564;273;0;True;1257;2;False;False;False;False;False;False;True;False;False;565;400;200;100;8;16;4;10;0;0;0;5;10000;0;0;6;Human,Federation,Starfleet,Tactician,Veteran,Diplomat;female,organic,tng,necayev,admiral,crew_max_rarity_5
7;2;0.035971224;0.1;5;452;789;0;0;0;1046;96;207;1150;143;317;0;0;0;0;0;0;0;0;0;49;77;0;0;88;136;273;399;86;228;238;326;378;491;218;317;339;575;704;0;836;0;685;0;300;515;423;669;257;501;825;658;775;17;True;1254;3;True;False;False;False;False;False;False;False;False;450;480;122;245;8;12;14;10;0;2;0;4;1000;0;0;9;Human,Federation,Bajoran,CulturalFigure,Starfleet,Athlete,Costumed,Inspiring,Desperate;male,organic,ds9,captain,bridge_crew,sisko,niners,crew_max_rarity_5
6;3;0.02877698;0.05732484;4;583;614;0;0;0;756;196;397;669;62;171;0;0;0;338;47;131;0;0;0;256;305;0;0;234;221;565;698;211;200;331;391;609;723;488;604;415;236;497;510;865;0;742;0;252;109;513;370;317;185;706;408;815;30;True;1254;1;False;True;False;False;False;False;False;False;False;675;490;185;100;8;8;6;10;2;0;0;0;0;0;0;7;Federation,Starfleet,Astrophysicist,Xenoanthropology,Innovator,Human,Resourceful;female,organic,dsc,bridge_crew,burnham,crew_max_rarity_4
7;3;0.02877698;0.036093418;4;625;537;371;65;143;769;171;356;0;0;0;0;0;0;551;104;245;0;0;0;0;0;358;358;230;232;711;744;492;399;557;486;900;0;852;0;285;130;279;219;708;728;441;440;156;70;535;437;337;246;607;343;825;17;True;1247;2;False;False;False;False;False;False;False;False;True;550;425;60;200;7;18;14;10;0;1;0;2;15;0;0;5;Starfleet,Federation,Human,Hero,Costumed;male,organic,voy,kim,crew_max_rarity_4
4;3;0.02877698;0.05221932;5;204;346;1147;203;483;0;0;0;0;0;0;641;33;73;916;149;360;0;0;0;0;0;50;47;0;0;150;174;748;0;235;288;502;846;672;0;136;164;25;14;61;128;95;129;243;302;510;864;659;0;40;146;342;24;True;1247;1;True;False;False;False;False;False;False;False;False;500;275;180;75;10;12;12;12;0;2;0;0;0;1;2;5;Hologram,Geologist,Romantic,Desperate,Trill;nonhuman,female,ds9,dax,crew_max_rarity_5
6;2;0.02877698;0.01305483;5;373;656;1103;121;284;0;0;0;0;0;0;0;0;0;0;0;0;1371;156;390;0;0;56;72;0;0;259;475;792;0;766;0;819;0;77;225;272;445;208;300;295;502;11;49;726;0;834;0;81;226;785;55;116;22;True;1246;1;False;True;False;False;False;False;False;False;False;600;425;7;240;10;10;6;6;2;2;0;0;0;0;0;5;Human,Doctor,Romantic,Federation,Starfleet;male,organic,dsc,culber,crew_max_rarity_5
7;3;0.01438849;0.04883227;4;670;403;739;76;257;0;0;0;0;0;0;245;149;301;0;0;0;546;99;350;0;0;187;196;0;0;533;566;896;0;888;0;736;507;522;341;532;532;368;348;351;133;136;89;864;0;756;504;487;333;699;327;294;10;True;1240;2;False;False;False;False;False;False;False;True;False;1450;400;155;75;7;16;8;8;0;2;0;6;2000;0;0;5;Federation,Starfleet,Human,Doctor,Veteran;female,organic,tos,chapel,crew_max_rarity_4
3;3;0.01438849;0.02972399;5;137;183;1229;80;228;0;0;0;0;0;0;0;0;0;1092;177;354;366;161;483;0;0;34;67;0;0;171;599;737;0;144;256;767;0;329;135;167;574;15;86;200;620;37;48;162;281;782;0;311;150;160;13;341;14;True;1240;2;False;False;False;False;False;False;False;False;True;1815;175;83;330;6;8;6;8;2;2;0;6;2500;0;0;8;Hologram,Prodigy,Inspiring,Innovator,Civilian,Human,Artist,CulturalFigure;male,organic,voy,davinci,crew_max_rarity_5
8;2;0.035971224;0.1;5;385;297;0;0;0;1215;256;560;983;151;362;0;0;0;0;0;0;0;0;0;128;109;0;0;49;13;293;324;43;30;262;264;397;440;234;249;138;91;651;0;802;0;632;0;120;88;231;170;89;71;793;605;740;20;True;1233;1;False;False;True;False;False;False;False;False;False;555;350;147;210;9;10;12;5;2;0;0;1;375;0;0;7;TerranEmpire,Human,Brutal,Maco,Marksman,Starfleet,MirrorUniverse;male,organic,ent,reed,crew_max_rarity_5
2;3;0.021582734;0.055555556;5;50;58;583;21;88;982;198;439;1042;243;753;0;0;0;0;0;0;0;0;0;80;34;236;285;126;102;33;24;7;2;82;28;203;116;46;28;44;123;311;562;452;821;260;511;163;173;276;322;128;153;714;423;621;28;True;1233;2;False;False;False;False;False;False;True;False;False;750;400;120;330;9;12;8;6;0;1;4;8;50;0;0;10;Human,TerranEmpire,Starfleet,Brutal,Crafty,Maverick,Veteran,Resourceful,Duelist,MirrorUniverse;male,organic,tng,mirror,picard,captain,crew_max_rarity_5
2;3;0.02877698;0.036093418;4;578;592;314;67;167;958;137;274;0;0;0;0;0;0;500;118;269;0;0;0;0;0;387;387;146;164;727;708;439;503;561;431;894;0;835;0;212;198;290;171;719;696;451;416;111;99;470;554;274;366;616;345;814;26;True;1233;1;True;False;False;False;False;False;False;False;False;800;425;150;215;5;12;8;10;0;1;0;4;1000;0;0;6;Trill,TerranRebellion,Casual,Desperate,Romantic,MirrorUniverse;nonhuman,female,organic,ds9,mirror,dax,crew_max_rarity_4
8;2;0.035971224;0.054545455;4;774;601;0;0;0;845;142;312;0;0;0;483;180;379;0;0;0;0;0;0;0;0;0;0;213;215;930;0;531;463;927;0;667;414;913;0;495;385;873;0;646;311;854;0;432;345;278;82;396;318;633;860;546;18;True;1226;1;True;False;False;False;False;False;False;False;False;605;425;167;245;8;10;8;8;0;2;0;0;0;0;0;8;Desperate,Human,Survivalist,Artist,Musician,Marksman,MirrorUniverse,TerranRebellion;male,ds9,vicfontaine,mirror,crew_max_rarity_4
6;3;0.02877698;0.036093418;5;278;492;598;45;121;967;143;292;0;0;0;0;0;0;1141;163;367;0;0;0;0;0;234;265;133;148;458;794;331;485;145;259;790;0;683;0;49;233;54;133;490;779;275;485;25;43;370;530;215;346;161;84;686;28;True;1226;1;False;False;False;False;False;False;False;False;False;555;400;171;100;8;12;10;10;0;0;0;5;15000;0;0;6;MirrorUniverse,Android,TerranEmpire,Starfleet,Resourceful,Saboteur;nonhuman,male,mirror,lieutenant_commander,bridge_crew,artificial_life,data,crew_max_rarity_5
9;3;0.02877698;0.033333335;5;321;624;1238;118;376;0;0;0;508;39;117;0;0;0;947;116;230;0;0;0;381;453;33;48;0;0;51;198;546;765;72;292;570;806;436;698;160;351;31;85;192;393;109;230;272;469;817;0;692;0;303;170;704;5;True;1225;0;False;False;True;False;False;False;False;False;False;500;560;140;360;9;14;12;10;0;2;4;7;20;0;0;5;Human,Starfleet,Federation,TemporalAgent,UndercoverOperative;male,organic,ent,daniels,crew_max_rarity_5
4;3;0.02877698;0.05221932;4;497;659;743;40;109;0;0;0;0;0;0;799;171;340;372;72;212;0;0;0;0;0;184;206;0;0;536;812;851;0;604;586;491;446;811;0;537;799;249;281;145;216;330;491;574;542;491;447;799;0;200;370;315;6;False;1224;2;False;False;True;False;False;False;False;False;False;450;340;55;200;4;18;6;4;0;2;0;1;100;0;0;4;Counselor,Diplomat,Xindi,Investigator;male,ent,jannar,crew_max_rarity_4
4;3;0.02877698;0.033333335;4;533;905;0;0;0;909;58;139;0;0;0;452;59;129;716;27;99;0;0;0;0;0;0;0;162;241;868;0;487;724;505;764;682;776;818;0;430;735;389;554;666;746;724;0;132;491;332;584;331;617;312;305;563;13;False;1224;1;False;False;False;False;False;False;False;False;True;400;355;130;200;9;10;4;8;2;1;0;3;20;0;0;5;Brutal,Costumed,Desperate,Scoundrel,Villain;male,artificial_life,voy,nonhuman,clown,crew_max_rarity_4
7;3;0.035971224;0.21443737;4;646;444;0;0;0;350;114;223;688;178;406;544;83;168;0;0;0;0;0;0;249;242;0;0;476;450;492;257;343;147;435;190;316;191;408;186;689;520;797;0;641;674;780;0;601;472;467;378;569;447;625;774;541;9;False;1224;2;True;False;False;False;False;False;False;False;False;775;300;65;335;9;10;10;20;1;0;0;0;0;0;0;5;Breen,Diplomat,Dominion,Resourceful,Communicator;organic,evsuit,ds9,gor,crew_max_rarity_4
9;3;0.035971224;0.07310705;4;565;154;546;149;314;0;0;0;349;92;224;628;244;491;0;0;0;0;0;0;513;474;253;222;0;0;355;114;670;595;620;525;366;96;587;491;569;384;391;260;189;22;350;251;829;0;538;227;819;0;432;728;376;1;False;1224;0;False;False;False;False;False;True;False;False;False;450;590;114;285;7;10;5;8;0;1;0;0;0;0;0;4;Crafty,CulturalFigure,Explorer,Resourceful;male,organic,tas,nonhuman,lucien,crew_max_rarity_4
7;3;0.01438849;0.04883227;5;293;448;571;47;103;0;0;0;0;0;0;980;70;136;0;0;0;1067;225;603;0;0;242;278;0;0;495;811;766;0;739;0;410;762;95;58;487;798;349;532;99;551;36;44;705;0;394;802;99;67;294;67;20;21;True;1223;2;False;False;False;False;False;False;True;False;False;300;500;242;115;8;10;20;12;1;1;0;2;30;0;0;8;Human,Starfleet,MirrorUniverse,TerranEmpire,Doctor,Caregiver,Neurologist,Geneticist;female,organic,tng,commander,mirror,crusher,crew_max_rarity_5
5;3;0.02877698;0.05732484;4;549;779;0;0;0;853;125;268;416;33;101;0;0;0;656;82;177;0;0;0;452;493;0;0;207;225;681;821;307;398;321;418;708;822;593;712;409;453;390;424;859;0;729;0;115;164;506;575;310;390;569;306;808;18;True;1223;1;False;False;True;False;False;False;False;False;False;400;290;267;265;9;8;10;10;0;0;0;0;0;0;0;7;Human,Starfleet,MirrorUniverse,TerranEmpire,Maco,Marksman,Brutal;male,organic,mirror,ent,mayweather,crew_max_rarity_4
8;2;0.01438849;0.005221932;5;412;457;852;195;430;1332;182;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;117;9;17;341;229;236;378;790;0;848;0;756;0;12;20;264;165;353;254;211;155;144;245;250;414;109;217;810;628;758;22;True;1217;0;False;True;False;False;False;False;False;False;False;675;325;105;250;9;12;10;12;0;1;0;0;0;0;0;5;Brutal,Desperate,Explorer,Primal,Survivalist;organic,dsc,nonhuman,ripper,crew_max_rarity_5
8;3;0.02877698;0.036093418;5;333;451;571;59;123;852;134;273;0;0;0;0;0;0;1142;176;420;0;0;0;0;0;243;274;208;220;502;777;390;510;149;198;803;0;699;0;85;246;57;100;531;759;309;472;28;38;410;559;248;372;165;88;708;8;True;1211;1;False;False;False;False;False;False;False;False;True;350;100;190;100;8;10;18;8;2;1;0;2;20;0;0;3;Hologram,Villain,Duelist;nonhuman,male,voy,artificial_life,satans_robot,crew_max_rarity_5
2;3;0.035971224;0.21443737;4;471;318;0;0;0;502;53;131;484;193;456;831;152;317;0;0;0;0;0;0;412;291;0;0;370;422;516;187;342;193;460;137;200;65;435;125;618;754;716;0;405;414;701;0;535;649;259;300;507;628;356;672;306;27;True;1209;2;False;True;False;False;False;False;False;False;False;935;190;214;150;7;12;12;5;0;2;0;1;200;0;0;4;Klingon,CulturalFigure,Desperate,Inspiring;nonhuman,male,tyler,voq,organic,dsc,crew_max_rarity_4
2;2;0.035971224;0.037037037;3;906;883;293;71;221;0;0;0;0;0;0;536;88;198;0;0;0;0;0;0;0;0;393;386;0;0;854;617;981;0;984;0;798;666;980;0;850;602;719;391;612;297;704;365;972;0;815;696;966;0;758;955;697;22;True;1204;3;False;False;False;False;False;False;True;False;False;855;380;125;155;3;8;8;3;0;2;1;1;225;0;0;5;Crafty,Scoundrel,Costumed,Romantic,Q;male,nonhuman,tng,q_jdl,crew_max_rarity_3
8;3;0.02877698;0.036363635;2;946;961;380;30;142;262;20;53;0;0;0;121;42;104;0;0;0;0;0;0;0;0;353;365;525;541;867;787;928;807;998;0;976;815;992;0;768;666;738;517;794;599;719;477;914;725;879;780;900;700;953;983;941;29;True;1204;1;False;True;False;False;False;False;False;False;False;190;260;93;220;3;10;6;10;0;2;0;0;0;0;0;6;Federation,Starfleet,Prisoner,Xenoanthropology,Duelist,Human;female,organic,dsc,burnham,crew_max_rarity_2
8;2;0.035971224;0.074074075;4;722;689;884;180;497;0;0;0;0;0;0;0;0;0;694;65;178;0;0;0;0;0;125;90;0;0;392;180;913;0;544;652;918;0;885;0;379;177;111;61;415;206;235;132;520;582;914;0;872;0;600;335;856;27;True;1203;0;False;True;False;False;False;False;False;False;False;500;200;280;100;9;10;8;8;2;2;0;0;0;0;0;5;Federation,Civilian,Astrophysicist,Xenoanthropology,Human;female,organic,dsc,burnham,crew_max_rarity_4
4;3;0.021582734;0.033333335;4;536;539;0;0;0;0;0;0;325;45;113;810;168;393;0;0;0;637;109;244;534;562;0;0;0;0;728;798;698;760;665;730;360;273;289;262;855;0;742;0;417;310;334;317;819;0;483;405;437;437;363;290;93;23;True;1202;1;True;False;False;False;False;False;False;False;False;400;665;165;100;6;20;12;8;0;0;0;2;15;0;0;7;Ferengi,Scoundrel,Desperate,Romantic,Gambler,Communicator,Civilian;nonhuman,male,organic,ds9,quark,crew_max_rarity_4
8;2;0.035971224;0.054545455;5;416;302;0;0;0;957;170;361;0;0;0;1110;257;537;0;0;0;0;0;0;0;0;0;0;147;118;816;0;379;395;793;0;291;220;759;0;322;300;672;0;216;124;655;0;278;273;30;22;244;240;169;631;165;22;True;1202;2;False;False;False;False;False;False;True;False;False;450;665;105;75;8;10;8;10;2;1;0;3;15;0;0;5;Crafty,Costumed,Scoundrel,Musician,Q;nonhuman,male,tng,q_jdl,crew_max_rarity_5
9;2;0.035971224;0.054545455;5;439;664;0;0;0;1047;132;230;0;0;0;1118;190;380;0;0;0;0;0;0;0;0;0;0;87;115;825;0;388;550;802;0;352;405;766;0;326;485;692;0;278;298;674;0;285;438;39;114;247;420;229;647;224;29;True;1197;1;False;True;False;False;False;False;False;False;False;575;525;58;225;10;12;10;14;2;0;0;0;0;0;0;4;Klingon,Brutal,Villain,Interrogator;nonhuman,female,dsc,lrell,crew_max_rarity_5
7;2;0.01438849;0.005221932;5;418;171;0;0;0;1246;180;362;0;0;0;0;0;0;0;0;0;759;270;675;0;0;0;0;46;56;817;0;261;380;794;0;850;0;263;35;182;289;674;0;822;0;197;51;171;259;285;420;7;5;814;172;270;24;True;1196;1;False;False;False;False;False;False;False;True;False;615;530;100;140;9;12;6;8;0;0;0;0;0;0;0;8;Federation,Starfleet,Human,Doctor,Desperate,Duelist,Athlete,Prisoner;male,organic,tos,lieutenant_commander,mccoy,crew_max_rarity_5
8;3;0.035971224;0.21443737;4;603;242;0;0;0;657;292;603;407;16;37;474;103;336;0;0;0;0;0;0;460;540;0;0;270;197;726;858;324;139;664;807;483;462;627;759;392;65;770;0;626;450;752;0;347;60;239;21;295;48;608;748;527;11;True;1196;0;False;False;False;False;False;False;True;False;False;580;200;187;265;6;12;10;6;0;1;1;7;15;0;0;7;Human,Starfleet,Duelist,Federation,Tactician,Desperate,Survivalist;female,organic,tng,lieutenant,bridge_crew,yar,crew_max_rarity_4
3;3;0.021582734;0.055555556;4;479;430;282;92;230;850;150;301;679;124;299;0;0;0;0;0;0;0;0;0;252;261;395;384;210;211;321;130;172;171;441;371;555;527;416;360;239;112;473;361;692;595;429;344;337;351;482;501;284;326;835;677;789;23;True;1195;1;False;False;False;False;False;False;False;False;True;400;525;110;200;8;6;8;6;0;0;0;0;0;0;0;8;Human,Borg,Brutal,Duelist,Athlete,Federation,Civilian,Prisoner;nonhuman,female,organic,voy,seven,crew_max_rarity_4
7;3;0.02877698;0.05732484;5;320;530;0;0;0;882;139;296;1210;141;431;0;0;0;527;20;53;0;0;0;41;48;0;0;184;198;159;272;65;111;39;139;251;398;90;202;315;415;370;576;774;0;587;0;92;296;399;528;241;345;541;281;703;16;True;1190;2;False;False;True;False;False;False;False;False;False;575;290;189;225;7;10;8;10;0;0;0;0;0;0;0;7;Human,Starfleet,Pilot,Explorer,Desperate,JuryRigger,Hero;male,evsuit,organic,ent,captain,bridge_crew,archer,crew_max_rarity_5
8;3;0.01438849;0.04883227;4;644;110;636;236;501;0;0;0;0;0;0;302;71;161;0;0;0;447;187;471;0;0;214;178;0;0;489;143;888;0;880;0;748;727;512;127;478;136;343;113;336;77;114;8;855;0;765;762;474;141;722;318;299;3;True;1189;1;False;False;False;False;False;False;False;True;False;650;500;95;230;9;12;6;6;3;1;0;0;0;0;0;4;Federation,Starfleet,Human,Doctor;female,organic,tos,gillian,crew_max_rarity_4
5;3;0.02877698;0.036093418;5;215;480;1169;233;453;488;101;203;0;0;0;0;0;0;1125;43;112;0;0;0;0;0;47;44;383;390;143;173;506;615;221;742;782;0;674;0;33;40;20;84;170;196;94;127;54;342;559;664;357;497;246;132;670;11;True;1188;1;False;False;False;False;False;False;True;False;False;575;225;70;300;8;10;10;12;0;0;0;0;0;0;0;6;Starfleet,Federation,Innovator,Astrophysicist,Desperate,Primal;male,organic,tng,lieutenant,barclay,crew_max_rarity_5
5;3;0.02877698;0.05732484;5;249;147;0;0;0;450;136;284;835;157;390;0;0;0;1259;159;399;0;0;0;217;198;0;0;406;368;289;288;158;127;12;11;391;420;229;218;450;427;123;221;762;0;552;0;39;42;550;544;349;361;117;58;677;15;True;1183;2;False;False;True;False;False;False;False;False;False;600;300;60;245;10;6;18;6;0;1;0;4;2000;0;0;5;Vulcan,Human,JuryRigger,Desperate,Saboteur;male,organic,ent,captain,lorian,crew_max_rarity_5
6;3;0.035971224;0.21443737;4;506;758;0;0;0;484;23;45;649;99;164;814;155;322;0;0;0;0;0;0;271;308;0;0;385;449;550;649;393;576;488;609;223;258;471;564;664;849;728;0;422;401;711;0;573;727;314;417;543;702;369;692;317;32;True;1182;1;False;True;False;False;False;False;False;False;False;450;540;123;50;7;10;10;10;0;0;2;4;1250;0;0;8;Human,Federation,Starfleet,Tactician,Marksman,Pilot,Romantic,Klingon;male,organic,dsc,bridge_crew,tyler,voq,crew_max_rarity_4
9;2;0.02877698;0.054545455;5;435;500;0;0;0;0;0;0;852;199;458;0;0;0;1274;120;336;0;0;0;208;155;0;0;0;0;338;183;401;291;18;9;439;320;275;123;827;0;168;264;829;0;670;0;194;354;860;0;760;0;201;111;767;8;True;1182;1;False;False;False;False;False;False;False;True;False;425;415;315;330;8;20;15;12;0;1;0;2;20;2;2;5;Human,Starfleet,Federation,JuryRigger,Communicator;male,organic,tos,scott,crew_max_rarity_5
9;2;0.035971224;0.054545455;4;761;504;0;0;0;885;133;310;0;0;0;439;219;445;0;0;0;0;0;0;0;0;0;0;179;196;923;0;511;471;918;0;659;317;905;0;468;401;864;0;643;208;848;0;413;359;255;57;368;334;626;849;542;10;True;1181;0;False;False;True;False;False;False;False;False;False;725;445;115;200;8;14;4;8;0;0;0;0;0;2;2;5;Andorian,ImperialGuard,Saboteur,Brutal,Marksman;nonhuman,female,organic,ent,tarah,lieutenant,crew_max_rarity_4
3;3;0.021582734;0.027600849;5;70;404;0;0;0;594;52;118;0;0;0;1049;129;286;0;0;0;1186;163;481;0;0;0;0;306;356;746;0;462;751;685;0;298;541;70;137;403;776;516;0;222;481;84;143;356;662;93;383;15;74;175;48;8;21;True;1181;1;False;True;False;False;False;False;False;False;False;525;425;165;230;9;14;8;5;0;2;4;8;50;0;0;7;Starfleet,Federation,Counselor,Human,Desperate,Diplomat,Prisoner;female,organic,dsc,admiral,cornwell,crew_max_rarity_5
7;3;0.021582734;0.055555556;5;266;686;1195;155;397;1087;74;149;543;30;110;0;0;0;0;0;0;0;0;0;352;442;44;53;74;134;46;166;154;547;437;752;553;819;412;708;7;113;134;225;187;325;104;194;227;604;360;771;201;586;750;525;683;22;True;1175;1;False;True;False;False;False;False;False;False;False;475;600;150;0;9;10;8;8;0;0;0;0;0;0;0;6;Kelpien,Federation,Starfleet,Exobiology,Explorer,Desperate;nonhuman,organic,dsc,bridge_crew,first_officer,saru,crew_max_rarity_5
3;3;0.035971224;0.21443737;3;853;843;0;0;0;362;97;209;251;17;65;552;87;179;0;0;0;0;0;0;577;592;0;0;465;451;862;848;662;526;838;795;630;600;810;750;777;567;930;0;714;656;916;0;717;511;583;393;702;494;690;909;603;14;True;1175;1;False;False;True;False;False;False;False;False;False;420;470;80;240;4;8;8;8;0;0;1;4;1250;0;0;6;Andorian,Tactician,Survivalist,Explorer,Investigator,ImperialGuard;nonhuman,male,organic,ent,captain,shran,crew_max_rarity_3
9;3;0.021582734;0.055555556;4;639;529;837;96;217;222;135;295;594;102;243;0;0;0;0;0;0;0;0;0;311;317;158;181;539;499;175;188;435;222;528;479;626;601;511;446;316;125;348;369;525;609;304;349;630;373;762;535;601;353;862;771;828;5;True;1175;0;False;False;False;False;False;True;False;False;False;500;475;70;145;7;12;10;8;0;2;0;7;20;0;0;5;Andorian,Tactician,Explorer,Starfleet,Federation;nonhuman,male,organic,tas,first_officer,commander,bridge_crew,thelin,crew_max_rarity_4
4;3;0.035971224;0.21443737;4;588;875;0;0;0;372;52;110;638;76;189;929;55;112;0;0;0;0;0;0;280;314;0;0;460;489;576;645;425;492;513;607;254;519;498;562;711;787;763;0;459;771;745;0;614;669;381;629;583;649;416;738;359;5;True;1168;1;False;False;False;False;False;False;False;True;False;650;375;140;195;9;10;8;10;0;0;0;0;0;0;0;6;Andorian,Communicator,Federation,Diplomat,Civilian,Ambassador;nonhuman,male,organic,tos,shras,crew_max_rarity_4
8;2;0.035971224;0.037037037;2;963;963;355;78;204;0;0;0;0;0;0;275;24;77;0;0;0;0;0;0;0;0;370;347;0;0;872;629;997;0;1000;0;943;851;998;0;858;613;756;401;764;522;735;371;996;0;941;867;997;0;917;992;896;24;True;1168;1;False;True;False;False;False;False;False;False;False;290;165;60;150;4;12;10;10;0;1;0;0;0;0;0;5;Federation,Starfleet,Explorer,Xenoanthropology,Human;female,organic,dsc,burnham,bridge_crew,first_officer,commander,crew_max_rarity_2
7;3;0.02877698;0.05221932;4;555;645;839;137;382;0;0;0;0;0;0;334;86;174;661;50;143;0;0;0;0;0;155;151;0;0;400;338;866;0;524;702;720;694;826;0;390;327;124;124;264;137;242;214;500;642;741;724;814;0;337;314;585;27;True;1167;0;False;True;False;False;False;False;False;False;False;500;350;150;130;5;10;8;8;0;1;4;8;30;0;0;5;Federation,Civilian,Astrophysicist,Xenoanthropology,Human;female,organic,dsc,burnham,crew_max_rarity_4
7;3;0.02877698;0.036363635;5;335;212;389;55;145;1092;246;525;0;0;0;917;155;306;0;0;0;0;0;0;0;0;344;349;73;67;579;756;241;226;745;0;398;499;700;0;45;44;394;481;133;220;352;452;145;108;28;34;110;92;288;565;260;31;True;1167;2;False;True;False;False;False;False;False;False;False;475;250;170;255;7;12;10;8;2;1;0;1;400;0;0;9;Vulcan,Diplomat,Desperate,Brutal,CulturalFigure,Communicator,Federation,Telepath,Ambassador;nonhuman,male,organic,sarek,dsc,crew_max_rarity_5
9;2;0.035971224;0.028720627;5;433;307;0;0;0;0;0;0;0;0;0;1147;197;429;0;0;0;849;192;505;0;0;0;0;0;0;823;0;823;0;800;0;324;357;273;113;825;0;688;0;244;244;208;119;767;0;316;332;252;118;197;179;22;4;True;1162;1;True;False;False;False;False;False;False;False;False;650;490;170;170;8;12;10;10;0;1;0;0;0;0;0;5;Cardassian,Bajoran,Romantic,Civilian,Artist;female,ds9,tora,crew_max_rarity_5
8;3;0.021582734;0.055555556;4;650;232;347;57;111;600;254;669;534;69;238;0;0;0;0;0;0;0;0;0;358;372;377;388;300;218;405;385;252;46;568;544;651;640;543;507;296;27;514;520;734;776;473;481;381;49;526;117;329;43;863;776;830;19;True;1161;0;False;True;False;False;False;False;False;False;False;650;300;220;345;8;8;6;4;0;0;0;0;0;0;0;6;Human,Starfleet,Federation,Tactician,Brutal,Marksman;female,organic,dsc,landry,crew_max_rarity_4
9;2;0.035971224;0.037037037;5;386;102;0;0;0;0;0;0;876;269;542;1144;267;541;0;0;0;0;0;0;194;94;0;0;0;0;277;93;339;207;243;68;34;3;222;63;796;0;652;0;194;114;633;0;736;0;251;180;728;0;148;606;139;9;True;1160;1;False;False;True;False;False;False;False;False;False;590;540;65;225;7;8;10;12;0;1;2;6;1500;0;0;6;Andorian,Aenar,Diplomat,Telepath,Civilian,Communicator;nonhuman,female,organic,ent,lissan,crew_max_rarity_5
8;3;0.02877698;0.033333335;4;613;613;0;0;0;708;31;62;0;0;0;315;125;257;711;158;379;0;0;0;0;0;0;0;248;318;886;0;599;795;439;252;710;570;850;0;588;840;353;230;689;518;760;0;165;184;439;476;480;691;284;262;577;31;True;1160;1;False;True;False;False;False;False;False;False;False;450;475;100;185;6;10;12;10;0;2;0;4;1000;0;0;7;Human,Civilian,Scoundrel,Crafty,Smuggler,Resourceful,Survivalist;male,evsuit,organic,dsc,mudd,crew_max_rarity_4
7;3;0.02877698;0.036363635;5;226;43;439;102;278;1042;269;623;0;0;0;903;184;378;0;0;0;0;0;0;0;0;323;299;89;65;483;506;214;163;727;0;354;411;677;0;36;15;341;316;87;84;295;298;114;62;19;6;87;50;237;503;228;27;True;1155;2;False;True;False;False;False;False;False;False;False;375;430;70;195;7;12;10;8;0;1;0;7;15;0;0;5;Andorian,Desperate,Veteran,Civilian,MirrorUniverse;nonhuman,male,organic,dsc,mirror,shukar,crew_max_rarity_5
2;3;0.01438849;0.02972399;5;102;10;878;187;495;0;0;0;0;0;0;0;0;0;964;335;817;452;122;378;0;0;129;92;0;0;227;175;727;0;104;7;755;0;317;279;218;170;7;2;252;201;41;20;101;17;775;0;299;271;104;10;327;6;False;1155;1;False;False;False;False;False;False;False;False;True;425;455;113;200;7;14;6;8;0;1;0;6;2000;0;0;7;Caregiver,Desperate,Explorer,Musician,Nacene,CulturalFigure,TheoreticalEngineer;male,organic,voy,nonhuman,caretaker,gauntlet_jackpot,crew_max_rarity_5
